id;description;amount;timestamp;merchant;operation_type;side
8606;"Subscription to Auchan";-221,61;"2023-10-08 04:33:40";"Auchan";"payment";"debit"
8607;"Online payment";1170,89;"2024-01-16 05:07:09";"Auchan";"direct_debit";"credit"
8608;"Card expense at EDF";3093,23;"2023-05-31 08:24:22";"EDF";"transfer";"credit"
8609;"Purchase at Fnac";4372,66;"2024-04-18 08:25:55";"Fnac";"transfer";"credit"
8610;"Incoming transfer";4032,37;"2023-03-09 14:10:55";"Systeme U";"transfer";"credit"
8611;"Refund from RATP";-1704,21;"2023-11-27 06:17:50";"RATP";"payment";"debit"
8612;"Direct debit";-521,03;"2023-11-29 21:10:28";"RATP";"payment";"debit"
8613;"Receipt from Uber";1986,13;"2023-12-19 11:52:39";"Uber";"direct_debit";"credit"
8614;"Invoice from Systeme U";2156,87;"2023-04-14 00:52:13";"Systeme U";"transfer";"credit"
8615;"Refund from Transilien";-668,00;"2024-04-17 21:55:34";"Transilien";"refund";"debit"
8616;"Purchase at Carrefour";-1048,91;"2023-02-09 11:19:23";"Carrefour";"direct_debit";"debit"
8617;"Receipt from Transilien";-812,06;"2023-05-22 19:53:20";"Transilien";"transfer";"debit"
8618;"Online payment";-1488,83;"2024-03-13 20:56:25";"EDF";"direct_debit";"debit"
8619;"Incoming transfer";-532,39;"2023-10-18 12:50:47";"Amazon.fr";"direct_debit";"debit"
8620;"Online payment";-99,53;"2024-03-01 11:07:15";"Fnac";"direct_debit";"debit"
8621;"Direct debit";4766,28;"2023-05-24 21:52:05";"TotalEnergies";"payment";"credit"
8622;"Purchase at SNCF";-1531,22;"2023-09-18 09:57:38";"SNCF";"transfer";"debit"
8623;"Subscription to SNCF";-1977,44;"2024-02-26 00:22:55";"SNCF";"refund";"debit"
8624;"Purchase at RATP";-1129,24;"2023-02-23 19:28:22";"RATP";"payment";"debit"
8625;"Receipt from Veolia";-204,08;"2023-01-14 02:01:47";"Veolia";"transfer";"debit"
8626;"Subscription to La Poste";-508,78;"2023-10-29 09:42:12";"La Poste";"refund";"debit"
8627;"Direct debit";-1063,04;"2024-01-10 20:21:44";"Carrefour";"transfer";"debit"
8628;"Receipt from EDF";2078,81;"2024-02-24 15:42:14";"EDF";"direct_debit";"credit"
8629;"Direct debit";-1499,55;"2023-12-21 08:00:52";"SNCF";"payment";"debit"
8630;"Online payment";-671,34;"2023-03-10 18:44:13";"Orange";"transfer";"debit"
8631;"Incoming transfer";2134,48;"2024-01-09 13:26:24";"EDF";"direct_debit";"credit"
8632;"Direct debit";-1913,74;"2024-03-08 22:21:28";"Franprix";"transfer";"debit"
8633;"Subscription to Deliveroo";-1523,69;"2024-02-15 09:17:11";"Deliveroo";"refund";"debit"
8634;"Subscription to Veolia";4415,52;"2024-03-26 11:10:07";"Veolia";"transfer";"credit"
8635;"Refund from RATP";-675,05;"2023-12-15 15:52:57";"RATP";"payment";"debit"
8636;"Incoming transfer";1361,16;"2023-08-19 22:20:02";"Deliveroo";"direct_debit";"credit"
8637;"Subscription to Monoprix";-30,76;"2023-06-08 16:02:50";"Monoprix";"payment";"debit"
8638;"Incoming transfer";937,42;"2023-07-31 03:50:24";"Deliveroo";"payment";"credit"
8639;"Purchase at Lidl";-1527,12;"2024-01-01 21:15:58";"Lidl";"transfer";"debit"
8640;"Online payment";-1085,03;"2023-01-10 15:25:27";"Veolia";"payment";"debit"
8641;"Outgoing transfer";2906,68;"2024-04-05 06:34:11";"La Poste";"direct_debit";"credit"
8642;"Online payment";-681,14;"2023-06-12 04:17:35";"Transilien";"refund";"debit"
8643;"Purchase at Monoprix";-487,06;"2024-03-23 09:34:57";"Monoprix";"direct_debit";"debit"
8644;"Outgoing transfer";574,79;"2023-01-19 06:04:17";"Systeme U";"refund";"credit"
8645;"Direct debit";176,96;"2024-04-10 08:20:57";"Air France";"payment";"credit"
8646;"Subscription to Lidl";2459,90;"2023-10-15 05:12:30";"Lidl";"payment";"credit"
8647;"Refund from Amazon.fr";-849,79;"2023-01-22 18:17:47";"Amazon.fr";"payment";"debit"
8648;"Refund from Darty";-1091,44;"2023-04-03 08:03:40";"Darty";"transfer";"debit"
8649;"Incoming transfer";-661,01;"2024-04-12 02:18:07";"Darty";"transfer";"debit"
8650;"Incoming transfer";426,29;"2024-01-07 08:16:31";"Uber";"transfer";"credit"
8651;"Invoice from Systeme U";1546,07;"2023-12-21 01:07:49";"Systeme U";"refund";"credit"
8652;"Card expense at Uber";4951,95;"2023-08-15 09:28:27";"Uber";"direct_debit";"credit"
8653;"Direct debit";-554,64;"2023-06-16 06:08:30";"Carrefour";"direct_debit";"debit"
8654;"Direct debit";2264,35;"2024-01-21 15:47:11";"Intermarche";"payment";"credit"
8655;"Incoming transfer";-627,77;"2023-12-28 12:05:28";"Monoprix";"transfer";"debit"
8656;"Refund from Carrefour";-1777,09;"2023-11-19 16:55:13";"Carrefour";"payment";"debit"
8657;"Purchase at Lidl";4794,34;"2023-03-23 10:12:50";"Lidl";"payment";"credit"
8658;"Purchase at Uber";-1786,94;"2023-04-09 13:20:26";"Uber";"payment";"debit"
8659;"Direct debit";3421,89;"2023-12-21 16:37:00";"Intermarche";"direct_debit";"credit"
8660;"Incoming transfer";-1794,20;"2023-11-04 12:18:09";"Fnac";"payment";"debit"
8661;"Purchase at EDF";3014,24;"2023-12-04 16:06:53";"EDF";"direct_debit";"credit"
8662;"Purchase at Carrefour";-1278,84;"2023-04-23 14:53:01";"Carrefour";"payment";"debit"
8663;"Invoice from Intermarche";-1660,76;"2023-03-09 18:03:17";"Intermarche";"payment";"debit"
8664;"Outgoing transfer";2429,56;"2023-01-07 03:34:33";"Franprix";"transfer";"credit"
8665;"Outgoing transfer";2985,97;"2023-08-25 21:57:57";"Darty";"direct_debit";"credit"
8666;"Purchase at SNCF";-1811,02;"2023-06-27 06:35:34";"SNCF";"refund";"debit"
8667;"Refund from Air France";3318,08;"2023-05-08 02:29:27";"Air France";"payment";"credit"
8668;"Receipt from Fnac";-1107,35;"2023-10-30 22:41:13";"Fnac";"payment";"debit"
8669;"Incoming transfer";-869,65;"2023-01-05 15:25:28";"Orange";"transfer";"debit"
8670;"Card expense at Auchan";-938,30;"2023-03-23 21:03:48";"Auchan";"direct_debit";"debit"
8671;"Card expense at Air France";1157,87;"2023-06-17 03:19:37";"Air France";"payment";"credit"
8672;"Refund from Bouygues";-173,23;"2023-12-23 23:25:36";"Bouygues";"direct_debit";"debit"
8673;"Direct debit";-1233,23;"2024-02-13 13:29:33";"Monoprix";"payment";"debit"
8674;"Refund from Deliveroo";-1991,81;"2023-08-09 11:26:19";"Deliveroo";"transfer";"debit"
8675;"Receipt from Franprix";-1545,03;"2023-02-03 22:43:27";"Franprix";"refund";"debit"
8676;"Invoice from Intermarche";-1032,79;"2023-05-08 13:25:13";"Intermarche";"direct_debit";"debit"
8677;"Incoming transfer";4041,05;"2023-01-11 18:11:57";"Air France";"direct_debit";"credit"
8678;"Incoming transfer";699,57;"2023-04-28 01:18:11";"Darty";"refund";"credit"
8679;"Incoming transfer";-1959,68;"2023-09-19 08:20:43";"Systeme U";"direct_debit";"debit"
8680;"Online payment";-727,49;"2023-02-10 14:03:16";"Deliveroo";"transfer";"debit"
8681;"Refund from RATP";-1866,39;"2024-02-22 00:29:14";"RATP";"refund";"debit"
8682;"Card expense at SFR";-1717,77;"2023-02-25 07:19:23";"SFR";"refund";"debit"
8683;"Outgoing transfer";-1132,63;"2023-11-29 22:05:23";"Intermarche";"payment";"debit"
8684;"Purchase at Monoprix";129,32;"2023-05-18 11:28:13";"Monoprix";"direct_debit";"credit"
8685;"Invoice from TotalEnergies";-959,28;"2023-08-30 07:22:31";"TotalEnergies";"transfer";"debit"
8686;"Direct debit";-542,84;"2023-06-17 18:29:52";"Monoprix";"direct_debit";"debit"
8687;"Card expense at Air France";1345,55;"2023-06-26 19:33:15";"Air France";"payment";"credit"
8688;"Receipt from Deliveroo";3791,78;"2023-03-18 14:40:10";"Deliveroo";"transfer";"credit"
8689;"Purchase at La Poste";-1294,54;"2024-03-22 09:46:31";"La Poste";"transfer";"debit"
8690;"Purchase at SFR";-46,71;"2023-05-29 08:31:51";"SFR";"refund";"debit"
8691;"Card expense at Fnac";-1334,03;"2024-01-21 15:26:42";"Fnac";"payment";"debit"
8692;"Outgoing transfer";4795,83;"2023-11-24 02:18:27";"Systeme U";"payment";"credit"
8693;"Purchase at Leclerc";3306,26;"2023-10-07 11:26:22";"Leclerc";"payment";"credit"
8694;"Refund from RATP";-1371,09;"2023-08-17 16:43:48";"RATP";"direct_debit";"debit"
8695;"Online payment";195,48;"2023-03-06 03:06:41";"Orange";"transfer";"credit"
8696;"Outgoing transfer";-1241,56;"2023-07-19 22:10:29";"Auchan";"transfer";"debit"
8697;"Card expense at TotalEnergies";2684,85;"2024-01-30 11:18:42";"TotalEnergies";"transfer";"credit"
8698;"Refund from Uber";3467,95;"2023-06-15 01:25:02";"Uber";"direct_debit";"credit"
8699;"Receipt from Leclerc";1613,21;"2023-01-06 00:33:48";"Leclerc";"transfer";"credit"
8700;"Purchase at Orange";-1161,04;"2023-02-20 02:23:08";"Orange";"direct_debit";"debit"
8701;"Card expense at Uber";-928,47;"2023-09-07 07:27:48";"Uber";"refund";"debit"
8702;"Refund from La Poste";3438,72;"2024-02-28 03:43:36";"La Poste";"transfer";"credit"
8703;"Card expense at Transilien";3712,68;"2023-06-29 18:53:46";"Transilien";"payment";"credit"
8704;"Incoming transfer";2835,00;"2023-12-06 03:33:23";"SNCF";"transfer";"credit"
8705;"Purchase at Amazon.fr";-1379,78;"2023-11-09 12:53:16";"Amazon.fr";"refund";"debit"
8706;"Incoming transfer";475,05;"2024-02-03 07:46:17";"Monoprix";"refund";"credit"
8707;"Receipt from Carrefour";4955,59;"2023-07-10 05:11:56";"Carrefour";"payment";"credit"
8708;"Incoming transfer";4738,15;"2023-03-08 19:36:05";"Intermarche";"direct_debit";"credit"
8709;"Card expense at Monoprix";-196,40;"2024-03-15 11:06:51";"Monoprix";"payment";"debit"
8710;"Purchase at Bouygues";-1735,25;"2023-06-20 08:51:52";"Bouygues";"refund";"debit"
8711;"Online payment";-1854,60;"2023-10-29 07:44:38";"Uber";"direct_debit";"debit"
8712;"Purchase at Carrefour";-706,11;"2023-08-14 06:31:21";"Carrefour";"transfer";"debit"
8713;"Purchase at Monoprix";-734,49;"2023-09-30 03:59:19";"Monoprix";"refund";"debit"
8714;"Subscription to Transilien";1466,66;"2023-12-30 00:03:39";"Transilien";"payment";"credit"
8715;"Online payment";4322,25;"2023-07-22 12:57:38";"SFR";"transfer";"credit"
8716;"Incoming transfer";-609,55;"2023-01-02 21:00:50";"SNCF";"transfer";"debit"
8717;"Incoming transfer";-1315,92;"2023-01-03 08:00:07";"EDF";"refund";"debit"
8718;"Refund from Air France";2028,80;"2023-09-22 15:17:26";"Air France";"refund";"credit"
8719;"Purchase at Orange";-1724,32;"2024-02-05 09:53:20";"Orange";"refund";"debit"
8720;"Subscription to Deliveroo";-117,95;"2023-01-20 22:38:49";"Deliveroo";"transfer";"debit"
8721;"Refund from Transilien";-1085,40;"2023-05-20 20:36:07";"Transilien";"transfer";"debit"
8722;"Online payment";540,27;"2024-02-10 10:32:32";"Intermarche";"direct_debit";"credit"
8723;"Refund from SFR";-892,92;"2023-11-23 23:38:13";"SFR";"direct_debit";"debit"
8724;"Incoming transfer";1862,48;"2023-03-13 13:04:47";"Leclerc";"transfer";"credit"
8725;"Direct debit";4724,58;"2023-03-03 01:48:29";"Auchan";"transfer";"credit"
8726;"Outgoing transfer";-386,24;"2023-12-26 22:50:08";"Leclerc";"transfer";"debit"
8727;"Invoice from Transilien";1255,28;"2024-03-12 02:49:34";"Transilien";"transfer";"credit"
8728;"Incoming transfer";-1555,51;"2024-02-17 08:13:54";"Systeme U";"refund";"debit"
8729;"Receipt from TotalEnergies";358,06;"2023-12-19 20:35:06";"TotalEnergies";"direct_debit";"credit"
8730;"Card expense at Lidl";-1313,50;"2023-01-07 08:51:28";"Lidl";"direct_debit";"debit"
8731;"Outgoing transfer";1785,70;"2023-02-27 06:17:25";"Veolia";"refund";"credit"
8732;"Outgoing transfer";-1551,71;"2023-01-02 04:28:22";"Auchan";"direct_debit";"debit"
8733;"Online payment";2855,29;"2023-08-30 03:52:42";"Lidl";"refund";"credit"
8734;"Incoming transfer";-92,21;"2024-02-09 19:50:35";"EDF";"payment";"debit"
8735;"Outgoing transfer";1221,24;"2023-01-10 22:05:09";"Monoprix";"payment";"credit"
8736;"Incoming transfer";769,67;"2023-12-03 07:26:17";"Carrefour";"payment";"credit"
8737;"Invoice from Franprix";-946,99;"2023-12-18 10:48:01";"Franprix";"direct_debit";"debit"
8738;"Invoice from Auchan";-446,57;"2023-06-30 09:02:13";"Auchan";"refund";"debit"
8739;"Subscription to Carrefour";-1071,23;"2023-12-16 12:47:32";"Carrefour";"payment";"debit"
8740;"Invoice from Franprix";729,98;"2023-07-23 04:37:50";"Franprix";"transfer";"credit"
8741;"Incoming transfer";-493,33;"2023-12-07 11:37:58";"Bouygues";"payment";"debit"
8742;"Purchase at Deliveroo";3183,74;"2023-08-13 21:15:26";"Deliveroo";"payment";"credit"
8743;"Card expense at Air France";-1871,90;"2023-03-12 18:59:48";"Air France";"transfer";"debit"
8744;"Refund from Intermarche";-695,14;"2023-12-21 08:04:06";"Intermarche";"payment";"debit"
8745;"Online payment";-580,50;"2023-08-21 18:41:52";"TotalEnergies";"refund";"debit"
8746;"Invoice from Intermarche";1183,27;"2023-02-03 13:24:30";"Intermarche";"transfer";"credit"
8747;"Card expense at Leclerc";-1987,95;"2023-04-12 15:50:18";"Leclerc";"refund";"debit"
8748;"Invoice from Transilien";3570,56;"2023-11-08 17:23:20";"Transilien";"payment";"credit"
8749;"Card expense at Deliveroo";-1842,39;"2023-05-13 11:49:42";"Deliveroo";"transfer";"debit"
8750;"Online payment";-1610,43;"2023-04-07 12:42:50";"RATP";"transfer";"debit"
8751;"Outgoing transfer";-63,11;"2024-04-18 13:58:02";"Intermarche";"payment";"debit"
8752;"Incoming transfer";-1447,13;"2024-04-04 14:39:47";"Leclerc";"direct_debit";"debit"
8753;"Direct debit";-1163,99;"2023-08-25 23:02:28";"Uber";"transfer";"debit"
8754;"Outgoing transfer";-1197,32;"2024-03-31 03:52:42";"Systeme U";"payment";"debit"
8755;"Card expense at Amazon.fr";1491,97;"2023-07-31 07:03:57";"Amazon.fr";"refund";"credit"
8756;"Refund from Systeme U";-1057,61;"2024-04-17 06:09:06";"Systeme U";"payment";"debit"
8757;"Incoming transfer";-789,11;"2023-08-16 02:49:47";"Bouygues";"direct_debit";"debit"
8758;"Purchase at Intermarche";2110,63;"2023-05-02 12:44:42";"Intermarche";"payment";"credit"
8759;"Online payment";1017,85;"2023-04-03 00:58:41";"RATP";"payment";"credit"
8760;"Incoming transfer";-142,91;"2024-04-02 23:54:46";"Franprix";"payment";"debit"
8761;"Purchase at Veolia";-1940,69;"2023-12-12 02:48:33";"Veolia";"refund";"debit"
8762;"Invoice from Transilien";-1484,61;"2023-03-18 16:58:41";"Transilien";"refund";"debit"
8763;"Online payment";-1551,11;"2023-05-02 08:15:30";"EDF";"payment";"debit"
8764;"Outgoing transfer";4369,94;"2023-04-04 15:47:22";"EDF";"transfer";"credit"
8765;"Refund from Intermarche";-326,34;"2023-09-14 05:25:40";"Intermarche";"direct_debit";"debit"
8766;"Outgoing transfer";-1784,70;"2023-05-30 17:16:02";"Auchan";"direct_debit";"debit"
8767;"Refund from Carrefour";3651,97;"2024-02-19 23:40:09";"Carrefour";"transfer";"credit"
8768;"Online payment";-1723,24;"2023-04-13 06:20:38";"RATP";"refund";"debit"
8769;"Direct debit";3124,48;"2023-04-24 10:33:38";"SNCF";"refund";"credit"
8770;"Receipt from Uber";4690,73;"2023-02-09 21:15:14";"Uber";"transfer";"credit"
8771;"Direct debit";3526,29;"2023-09-18 01:55:46";"Amazon.fr";"transfer";"credit"
8772;"Receipt from Monoprix";-358,22;"2023-04-03 06:39:23";"Monoprix";"payment";"debit"
8773;"Online payment";3639,95;"2023-02-05 16:11:33";"SNCF";"refund";"credit"
8774;"Direct debit";-1237,95;"2024-01-03 05:38:33";"Uber";"direct_debit";"debit"
8775;"Direct debit";-1270,12;"2023-10-22 15:28:49";"La Poste";"transfer";"debit"
8776;"Invoice from Fnac";-1039,37;"2023-04-20 17:29:13";"Fnac";"direct_debit";"debit"
8777;"Incoming transfer";4114,51;"2023-10-19 01:02:47";"SFR";"direct_debit";"credit"
8778;"Card expense at Leclerc";-1528,05;"2023-06-28 10:03:26";"Leclerc";"payment";"debit"
8779;"Outgoing transfer";4582,13;"2023-09-09 08:21:21";"Amazon.fr";"refund";"credit"
8780;"Incoming transfer";-1039,21;"2023-09-12 13:22:03";"Lidl";"refund";"debit"
8781;"Online payment";-1480,04;"2023-08-05 04:29:53";"Intermarche";"transfer";"debit"
8782;"Direct debit";-843,08;"2023-09-08 20:49:20";"TotalEnergies";"refund";"debit"
8783;"Online payment";3089,52;"2024-02-05 20:34:11";"SFR";"transfer";"credit"
8784;"Refund from Leclerc";-653,64;"2023-12-08 07:27:47";"Leclerc";"refund";"debit"
8785;"Purchase at Air France";-1793,13;"2023-05-05 05:02:10";"Air France";"refund";"debit"
8786;"Outgoing transfer";-1425,21;"2023-01-07 20:53:47";"Amazon.fr";"payment";"debit"
8787;"Refund from SNCF";4715,20;"2023-09-13 17:16:08";"SNCF";"transfer";"credit"
8788;"Invoice from SNCF";2760,77;"2023-05-15 20:48:36";"SNCF";"payment";"credit"
8789;"Outgoing transfer";2026,42;"2023-02-13 13:06:54";"Franprix";"payment";"credit"
8790;"Refund from Veolia";5,21;"2023-12-13 08:53:29";"Veolia";"direct_debit";"credit"
8791;"Subscription to Bouygues";-1952,99;"2023-09-08 04:51:51";"Bouygues";"direct_debit";"debit"
8792;"Card expense at Auchan";-1139,79;"2023-11-15 08:53:01";"Auchan";"transfer";"debit"
8793;"Online payment";-1470,48;"2023-01-05 05:57:31";"Carrefour";"payment";"debit"
8794;"Online payment";-1950,95;"2023-01-16 14:40:01";"La Poste";"direct_debit";"debit"
8795;"Purchase at Transilien";-384,06;"2024-01-17 16:54:24";"Transilien";"transfer";"debit"
8796;"Invoice from Systeme U";-1793,44;"2024-04-24 00:02:47";"Systeme U";"direct_debit";"debit"
8797;"Subscription to RATP";-72,34;"2023-09-01 08:42:34";"RATP";"payment";"debit"
8798;"Subscription to EDF";1321,63;"2023-07-31 04:44:46";"EDF";"transfer";"credit"
8799;"Purchase at TotalEnergies";-466,92;"2023-05-15 00:40:35";"TotalEnergies";"refund";"debit"
8800;"Online payment";-1294,83;"2023-02-04 13:14:04";"EDF";"transfer";"debit"
8801;"Purchase at Carrefour";1710,79;"2023-02-06 16:00:40";"Carrefour";"transfer";"credit"
8802;"Subscription to Carrefour";-808,45;"2023-10-01 21:26:50";"Carrefour";"refund";"debit"
8803;"Card expense at La Poste";4758,03;"2023-04-15 12:23:04";"La Poste";"direct_debit";"credit"
8804;"Invoice from Systeme U";4450,55;"2023-03-25 19:08:30";"Systeme U";"direct_debit";"credit"
8805;"Refund from Bouygues";3772,60;"2023-01-22 20:09:13";"Bouygues";"direct_debit";"credit"
8806;"Subscription to La Poste";-957,13;"2023-03-25 15:17:19";"La Poste";"direct_debit";"debit"
8807;"Online payment";-215,83;"2023-11-18 22:06:18";"Deliveroo";"payment";"debit"
8808;"Receipt from Carrefour";198,29;"2023-03-15 18:05:25";"Carrefour";"direct_debit";"credit"
8809;"Incoming transfer";-66,61;"2023-10-30 22:18:32";"Franprix";"transfer";"debit"
8810;"Incoming transfer";4196,26;"2023-01-25 15:35:15";"Leclerc";"transfer";"credit"
8811;"Receipt from Intermarche";1710,71;"2024-02-13 02:58:32";"Intermarche";"direct_debit";"credit"
8812;"Subscription to Monoprix";-568,99;"2024-03-28 10:01:44";"Monoprix";"direct_debit";"debit"
8813;"Purchase at Lidl";-1359,15;"2023-12-27 20:28:37";"Lidl";"payment";"debit"
8814;"Subscription to RATP";3152,25;"2023-10-30 08:33:25";"RATP";"refund";"credit"
8815;"Refund from Orange";-1242,13;"2024-02-21 02:44:49";"Orange";"refund";"debit"
8816;"Incoming transfer";-1272,37;"2023-12-13 03:32:26";"SFR";"payment";"debit"
8817;"Online payment";261,50;"2024-03-22 08:18:44";"EDF";"refund";"credit"
8818;"Subscription to La Poste";-380,55;"2023-11-28 21:56:57";"La Poste";"transfer";"debit"
8819;"Subscription to Carrefour";3897,75;"2023-05-27 17:15:42";"Carrefour";"refund";"credit"
8820;"Invoice from Intermarche";-94,11;"2024-02-22 23:02:15";"Intermarche";"payment";"debit"
8821;"Direct debit";685,92;"2023-08-11 22:54:08";"Darty";"transfer";"credit"
8822;"Invoice from Monoprix";-932,36;"2023-12-19 05:43:19";"Monoprix";"refund";"debit"
8823;"Refund from Uber";-570,17;"2023-01-24 03:39:56";"Uber";"direct_debit";"debit"
8824;"Receipt from Amazon.fr";-1262,97;"2023-10-16 18:21:17";"Amazon.fr";"transfer";"debit"
8825;"Online payment";-605,76;"2023-02-01 15:28:27";"Amazon.fr";"direct_debit";"debit"
8826;"Direct debit";4292,07;"2024-04-13 10:25:45";"Transilien";"direct_debit";"credit"
8827;"Receipt from Intermarche";3068,53;"2024-02-09 03:11:36";"Intermarche";"direct_debit";"credit"
8828;"Incoming transfer";-281,27;"2023-05-02 23:56:04";"Monoprix";"refund";"debit"
8829;"Online payment";2849,72;"2024-04-23 05:43:28";"EDF";"transfer";"credit"
8830;"Receipt from Amazon.fr";3344,85;"2023-08-19 22:12:23";"Amazon.fr";"direct_debit";"credit"
8831;"Receipt from Monoprix";-50,97;"2024-03-01 07:20:04";"Monoprix";"refund";"debit"
8832;"Card expense at Franprix";4464,49;"2024-04-07 05:34:30";"Franprix";"refund";"credit"
8833;"Incoming transfer";-1295,11;"2023-12-24 23:19:53";"La Poste";"direct_debit";"debit"
8834;"Purchase at Veolia";-321,35;"2023-01-21 14:30:14";"Veolia";"payment";"debit"
8835;"Online payment";-930,30;"2023-01-24 12:21:22";"Air France";"direct_debit";"debit"
8836;"Subscription to Franprix";-1548,07;"2023-08-19 21:59:48";"Franprix";"direct_debit";"debit"
8837;"Purchase at Deliveroo";4506,46;"2023-08-02 05:01:32";"Deliveroo";"payment";"credit"
8838;"Outgoing transfer";3412,43;"2023-04-26 01:10:42";"Carrefour";"refund";"credit"
